6 - 7
5 - 6
5 - 7
0 - 5
0 - 6
0 - 7
1 - 0
1 - 5
1 - 6
1 - 7
2 - 0
2 - 1
2 - 5
2 - 6
2 - 7
4 - 0
4 - 1
4 - 2
4 - 5
4 - 6
4 - 7
19 - 0
19 - 1
19 - 2
19 - 4
19 - 5
19 - 6
19 - 7
23 - 19
23 - 0
23 - 1
23 - 2
23 - 4
23 - 5
23 - 6
23 - 7
26 - 23
26 - 19
26 - 0
26 - 1
26 - 2
26 - 4
26 - 5
26 - 6
26 - 7
10 - 23
10 - 19
10 - 0
10 - 1
10 - 2
10 - 4
10 - 5
10 - 6
10 - 7
11 - 23
11 - 19
11 - 0
11 - 1
11 - 2
11 - 4
11 - 5
11 - 6
11 - 7
12 - 11
12 - 23
12 - 19
12 - 0
12 - 1
12 - 2
12 - 4
12 - 5
12 - 6
12 - 7
13 - 11
13 - 23
13 - 19
13 - 0
13 - 1
13 - 2
13 - 4
13 - 5
13 - 6
13 - 7
24 - 23
24 - 19
24 - 0
24 - 1
24 - 2
24 - 4
24 - 5
24 - 6
24 - 7
25 - 24
25 - 23
25 - 19
25 - 0
25 - 1
25 - 2
25 - 4
25 - 5
25 - 6
25 - 7
14 - 24
14 - 25
14 - 23
14 - 19
14 - 0
14 - 1
14 - 2
14 - 4
14 - 5
14 - 6
14 - 7
15 - 3
16 - 15
16 - 3
28 - 26
28 - 23
28 - 19
28 - 0
28 - 1
28 - 2
28 - 4
28 - 5
28 - 6
28 - 7
27 - 26
27 - 23
27 - 19
27 - 0
27 - 1
27 - 2
27 - 4
27 - 5
27 - 6
27 - 7
28 - 27
17 - 28
17 - 27
17 - 26
17 - 23
17 - 19
17 - 0
17 - 1
17 - 2
17 - 4
17 - 5
17 - 6
17 - 7
18 - 28
18 - 23
18 - 19
18 - 0
18 - 1
18 - 2
18 - 4
18 - 5
18 - 6
18 - 7
20 - 28
20 - 23
20 - 19
20 - 0
20 - 1
20 - 2
20 - 4
20 - 5
20 - 6
20 - 7
21 - 28
21 - 23
21 - 19
21 - 0
21 - 1
21 - 2
21 - 4
21 - 5
21 - 6
21 - 7
22 - 28
22 - 23
22 - 19
22 - 0
22 - 1
22 - 2
22 - 4
22 - 5
22 - 6
22 - 7
