4 - 5
22 - 4
22 - 5
0 - 4
0 - 5
0 - 22
1 - 0
1 - 4
1 - 5
1 - 22
2 - 0
2 - 1
2 - 4
2 - 5
2 - 22
21 - 0
21 - 1
21 - 2
21 - 4
21 - 5
21 - 22
29 - 21
29 - 0
29 - 1
29 - 2
29 - 4
29 - 5
29 - 22
25 - 21
25 - 0
25 - 1
25 - 2
25 - 4
25 - 5
25 - 22
26 - 25
26 - 21
26 - 0
26 - 1
26 - 2
26 - 4
26 - 5
26 - 22
18 - 26
18 - 25
18 - 21
18 - 0
18 - 1
18 - 2
18 - 4
18 - 5
18 - 22
15 - 18
15 - 26
15 - 25
15 - 21
15 - 0
15 - 1
15 - 2
15 - 4
15 - 5
15 - 22
23 - 18
23 - 26
23 - 25
23 - 21
23 - 0
23 - 1
23 - 2
23 - 4
23 - 5
23 - 22
24 - 18
24 - 23
24 - 26
24 - 25
24 - 21
24 - 0
24 - 1
24 - 2
24 - 4
24 - 5
24 - 22
15 - 23
15 - 24
6 - 15
6 - 18
6 - 24
6 - 23
6 - 26
6 - 25
6 - 21
6 - 0
6 - 1
6 - 2
6 - 4
6 - 5
6 - 22
7 - 15
7 - 18
7 - 24
7 - 23
7 - 26
7 - 25
7 - 21
7 - 0
7 - 1
7 - 2
7 - 4
7 - 5
7 - 22
8 - 7
8 - 15
8 - 18
8 - 24
8 - 23
8 - 26
8 - 25
8 - 21
8 - 0
8 - 1
8 - 2
8 - 4
8 - 5
8 - 22
10 - 7
10 - 15
10 - 18
10 - 24
10 - 23
10 - 26
10 - 25
10 - 21
10 - 0
10 - 1
10 - 2
10 - 4
10 - 5
10 - 22
9 - 10
9 - 15
9 - 18
9 - 24
9 - 23
9 - 26
9 - 25
9 - 21
9 - 0
9 - 1
9 - 2
9 - 4
9 - 5
9 - 22
11 - 10
11 - 18
11 - 24
11 - 23
11 - 26
11 - 25
11 - 21
11 - 0
11 - 1
11 - 2
11 - 4
11 - 5
11 - 22
12 - 10
12 - 18
12 - 24
12 - 23
12 - 26
12 - 25
12 - 21
12 - 0
12 - 1
12 - 2
12 - 4
12 - 5
12 - 22
13 - 12
13 - 10
13 - 18
13 - 24
13 - 23
13 - 26
13 - 25
13 - 21
13 - 0
13 - 1
13 - 2
13 - 4
13 - 5
13 - 22
15 - 12
14 - 15
14 - 10
14 - 18
14 - 24
14 - 23
14 - 26
14 - 25
14 - 21
14 - 0
14 - 1
14 - 2
14 - 4
14 - 5
14 - 22
16 - 18
16 - 15
16 - 26
16 - 25
16 - 21
16 - 0
16 - 1
16 - 2
16 - 4
16 - 5
16 - 22
17 - 18
17 - 15
17 - 26
17 - 25
17 - 21
17 - 0
17 - 1
17 - 2
17 - 4
17 - 5
17 - 22
20 - 17
20 - 15
20 - 26
20 - 25
20 - 21
20 - 0
20 - 1
20 - 2
20 - 4
20 - 5
20 - 22
19 - 20
19 - 15
19 - 26
19 - 25
19 - 21
19 - 0
19 - 1
19 - 2
19 - 4
19 - 5
19 - 22
3 - 15
3 - 26
3 - 25
3 - 21
3 - 0
3 - 1
3 - 2
3 - 4
3 - 5
3 - 22
27 - 3
27 - 15
27 - 26
27 - 25
27 - 21
27 - 0
27 - 1
27 - 2
27 - 4
27 - 5
27 - 22
28 - 21
28 - 0
28 - 1
28 - 2
28 - 4
28 - 5
28 - 22
